Z,DIST
4.687,7603.309
4.688,7603.882
4.689,7604.455
4.690,7605.027
4.691,7605.600
4.692,7606.172
4.693,7606.744
4.694,7607.316
4.695,7607.888
4.696,7608.459
4.697,7609.031
4.698,7609.602
4.699,7610.173
4.700,7610.744
4.701,7611.315
4.702,7611.886
4.703,7612.457
4.704,7613.027
4.705,7613.597
4.706,7614.168
4.707,7614.738
4.708,7615.308
4.709,7615.877
4.710,7616.447
4.711,7617.016
4.712,7617.586
4.713,7618.155
4.714,7618.724
4.715,7619.292
4.716,7619.861
4.717,7620.430
4.718,7620.998
4.719,7621.566
4.720,7622.134
4.721,7622.702
4.722,7623.270
4.723,7623.838
4.724,7624.405
4.725,7624.973
4.726,7625.540
4.727,7626.107
4.728,7626.674
4.729,7627.241
4.730,7627.807
4.731,7628.374
4.732,7628.940
4.733,7629.506
4.734,7630.072
4.735,7630.638
4.736,7631.204
4.737,7631.770
4.738,7632.335
4.739,7632.900
4.740,7633.466
4.741,7634.031
4.742,7634.595
4.743,7635.160
4.744,7635.725
4.745,7636.289
4.746,7636.854
4.747,7637.418
4.748,7637.982
4.749,7638.546
4.750,7639.109
4.751,7639.673
4.752,7640.236
4.753,7640.800
4.754,7641.363
4.755,7641.926
4.756,7642.488
4.757,7643.051
4.758,7643.614
4.759,7644.176
4.760,7644.738
4.761,7645.301
4.762,7645.862
4.763,7646.424
4.764,7646.986
4.765,7647.548
4.766,7648.109
4.767,7648.670
4.768,7649.231
4.769,7649.792
4.770,7650.353
4.771,7650.914
4.772,7651.474
4.773,7652.035
4.774,7652.595
4.775,7653.155
4.776,7653.715
4.777,7654.275
4.778,7654.834
4.779,7655.394
4.780,7655.953
4.781,7656.513
4.782,7657.072
4.783,7657.631
4.784,7658.189
4.785,7658.748
4.786,7659.307
4.787,7659.865
4.788,7660.423
4.789,7660.981
4.790,7661.539
4.791,7662.097
4.792,7662.655
4.793,7663.212
4.794,7663.770
4.795,7664.327
4.796,7664.884
4.797,7665.441
4.798,7665.998
4.799,7666.554
4.800,7667.111
4.801,7667.667
4.802,7668.224
4.803,7668.780
4.804,7669.336
4.805,7669.891
4.806,7670.447
4.807,7671.003
4.808,7671.558
4.809,7672.113
4.810,7672.668
4.811,7673.223
4.812,7673.778
4.813,7674.333
4.814,7674.887
4.815,7675.442
4.816,7675.996
4.817,7676.550
4.818,7677.104
4.819,7677.658
4.820,7678.212
4.821,7678.765
4.822,7679.319
4.823,7679.872
4.824,7680.425
4.825,7680.978
4.826,7681.531
4.827,7682.084
4.828,7682.636
4.829,7683.189
4.830,7683.741
4.831,7684.293
4.832,7684.845
4.833,7685.397
4.834,7685.949
4.835,7686.500
4.836,7687.052
4.837,7687.603
4.838,7688.154
4.839,7688.705
4.840,7689.256
4.841,7689.807
4.842,7690.357
4.843,7690.908
4.844,7691.458
4.845,7692.008
4.846,7692.558
4.847,7693.108
4.848,7693.658
4.849,7694.208
4.850,7694.757
4.851,7695.306
4.852,7695.856
4.853,7696.405
4.854,7696.954
4.855,7697.502
4.856,7698.051
4.857,7698.600
4.858,7699.148
4.859,7699.696
4.860,7700.244
4.861,7700.792
4.862,7701.340
4.863,7701.888
4.864,7702.435
4.865,7702.983
4.866,7703.530
4.867,7704.077
4.868,7704.624
4.869,7705.171
4.870,7705.718
4.871,7706.264
4.872,7706.811
4.873,7707.357
4.874,7707.903
4.875,7708.449
4.876,7708.995
4.877,7709.541
4.878,7710.086
4.879,7710.632
4.880,7711.177
4.881,7711.722
4.882,7712.267
4.883,7712.812
4.884,7713.357
4.885,7713.902
4.886,7714.446
4.887,7714.991
4.888,7715.535
4.889,7716.079
4.890,7716.623
4.891,7717.167
4.892,7717.710
4.893,7718.254
4.894,7718.797
4.895,7719.341
4.896,7719.884
4.897,7720.427
4.898,7720.970
4.899,7721.512
4.900,7722.055
4.901,7722.598
4.902,7723.140
4.903,7723.682
4.904,7724.224
4.905,7724.766
4.906,7725.308
4.907,7725.849
4.908,7726.391
4.909,7726.932
4.910,7727.474
4.911,7728.015
4.912,7728.556
4.913,7729.096
4.914,7729.637
4.915,7730.178
4.916,7730.718
4.917,7731.258
4.918,7731.799
4.919,7732.339
4.920,7732.878
4.921,7733.418
4.922,7733.958
4.923,7734.497
4.924,7735.037
4.925,7735.576
4.926,7736.115
4.927,7736.654
4.928,7737.193
4.929,7737.731
4.930,7738.270
4.931,7738.808
4.932,7739.346
4.933,7739.885
4.934,7740.423
4.935,7740.960
4.936,7741.498
4.937,7742.036
4.938,7742.573
4.939,7743.110
4.940,7743.648
4.941,7744.185
4.942,7744.722
4.943,7745.258
4.944,7745.795
4.945,7746.332
4.946,7746.868
4.947,7747.404
4.948,7747.940
4.949,7748.476
4.950,7749.012
4.951,7749.548
4.952,7750.083
4.953,7750.619
4.954,7751.154
4.955,7751.689
4.956,7752.224
4.957,7752.759
4.958,7753.294
4.959,7753.829
4.960,7754.363
4.961,7754.898
4.962,7755.432
4.963,7755.966
4.964,7756.500
4.965,7757.034
4.966,7757.567
4.967,7758.101
4.968,7758.634
4.969,7759.168
4.970,7759.701
4.971,7760.234
4.972,7760.767
4.973,7761.300
4.974,7761.832
4.975,7762.365
4.976,7762.897
4.977,7763.430
4.978,7763.962
4.979,7764.494
4.980,7765.026
4.981,7765.557
4.982,7766.089
4.983,7766.620
4.984,7767.152
4.985,7767.683
4.986,7768.214
4.987,7768.745
4.988,7769.276
4.989,7769.806
4.990,7770.337
4.991,7770.867
4.992,7771.398
4.993,7771.928
4.994,7772.458
4.995,7772.988
4.996,7773.517
4.997,7774.047
4.998,7774.577
4.999,7775.106
5.001,7775.635
5.002,7776.164
5.003,7776.693
5.004,7777.222
5.005,7777.751
5.006,7778.279
5.007,7778.808
5.008,7779.336
5.009,7779.864
5.010,7780.392
5.011,7780.920
5.012,7781.448
5.013,7781.976
5.014,7782.503
5.015,7783.031
5.016,7783.558
5.017,7784.085
5.018,7784.612
5.019,7785.139
5.020,7785.666
5.021,7786.192
5.022,7786.719
5.023,7787.245
5.024,7787.771
5.025,7788.298
5.026,7788.823
5.027,7789.349
5.028,7789.875
5.029,7790.401
5.030,7790.926
5.031,7791.451
5.032,7791.977
5.033,7792.502
5.034,7793.027
5.035,7793.551
5.036,7794.076
5.037,7794.601
5.038,7795.125
5.039,7795.649
5.040,7796.174
5.041,7796.698
5.042,7797.221
5.043,7797.745
5.044,7798.269
5.045,7798.792
5.046,7799.316
5.047,7799.839
5.048,7800.362
5.049,7800.885
5.050,7801.408
5.051,7801.931
5.052,7802.454
5.053,7802.976
5.054,7803.498
5.055,7804.021
5.056,7804.543
5.057,7805.065
5.058,7805.587
5.059,7806.108
5.060,7806.630
5.061,7807.151
5.062,7807.673
5.063,7808.194
5.064,7808.715
5.065,7809.236
5.066,7809.757
5.067,7810.278
5.068,7810.798
5.069,7811.319
5.070,7811.839
5.071,7812.359
5.072,7812.879
5.073,7813.399
5.074,7813.919
5.075,7814.439
5.076,7814.958
5.077,7815.478
5.078,7815.997
5.079,7816.516
5.080,7817.035
5.081,7817.554
5.082,7818.073
5.083,7818.592
5.084,7819.110
5.085,7819.628
5.086,7820.147
5.087,7820.665
5.088,7821.183
5.089,7821.701
5.090,7822.219
5.091,7822.736
5.092,7823.254
5.093,7823.771
5.094,7824.289
5.095,7824.806
5.096,7825.323
5.097,7825.840
5.098,7826.356
5.099,7826.873
5.100,7827.390
5.101,7827.906
5.102,7828.422
5.103,7828.938
5.104,7829.455
5.105,7829.970
5.106,7830.486
5.107,7831.002
5.108,7831.517
5.109,7832.033
5.110,7832.548
5.111,7833.063
5.112,7833.578
5.113,7834.093
5.114,7834.608
5.115,7835.123
5.116,7835.637
5.117,7836.151
5.118,7836.666
5.119,7837.180
5.120,7837.694
5.121,7838.208
5.122,7838.722
5.123,7839.235
5.124,7839.749
5.125,7840.262
5.126,7840.775
5.127,7841.289
5.128,7841.802
5.129,7842.315
5.130,7842.827
5.131,7843.340
5.132,7843.852
5.133,7844.365
5.134,7844.877
5.135,7845.389
5.136,7845.901
5.137,7846.413
5.138,7846.925
5.139,7847.437
5.140,7847.948
5.141,7848.460
5.142,7848.971
5.143,7849.482
5.144,7849.993
5.145,7850.504
5.146,7851.015
5.147,7851.526
5.148,7852.036
5.149,7852.547
5.150,7853.057
5.151,7853.567
5.152,7854.077
5.153,7854.587
5.154,7855.097
5.155,7855.607
5.156,7856.116
5.157,7856.626
5.158,7857.135
5.159,7857.644
5.160,7858.153
5.161,7858.662
5.162,7859.171
5.163,7859.680
5.164,7860.188
5.165,7860.697
5.166,7861.205
5.167,7861.713
5.168,7862.221
5.169,7862.729
5.170,7863.237
5.171,7863.745
5.172,7864.252
5.173,7864.760
5.174,7865.267
5.175,7865.775
5.176,7866.282
5.177,7866.789
5.178,7867.295
5.179,7867.802
5.180,7868.309
5.181,7868.815
5.182,7869.322
5.183,7869.828
5.184,7870.334
5.185,7870.840
5.186,7871.346
5.187,7871.852
5.188,7872.358
5.189,7872.863
5.190,7873.368
5.191,7873.874
5.192,7874.379
5.193,7874.884
5.194,7875.389
5.195,7875.894
5.196,7876.398
5.197,7876.903
5.198,7877.407
5.199,7877.912
5.200,7878.416
5.201,7878.920
5.202,7879.424
5.203,7879.928
5.204,7880.432
5.205,7880.935
5.206,7881.439
5.207,7881.942
5.208,7882.445
5.209,7882.948
5.210,7883.451
5.211,7883.954
5.212,7884.457
5.213,7884.960
5.214,7885.462
5.215,7885.964
5.216,7886.467
5.217,7886.969
5.218,7887.471
5.219,7887.973
5.220,7888.475
5.221,7888.976
5.222,7889.478
5.223,7889.979
5.224,7890.481
5.225,7890.982
5.226,7891.483
5.227,7891.984
5.228,7892.485
5.229,7892.985
5.230,7893.486
5.231,7893.986
5.232,7894.487
5.233,7894.987
5.234,7895.487
5.235,7895.987
5.236,7896.487
5.237,7896.987
5.238,7897.486
5.239,7897.986
5.240,7898.485
5.241,7898.985
5.242,7899.484
5.243,7899.983
5.244,7900.482
5.245,7900.981
5.246,7901.479
5.247,7901.978
5.248,7902.476
5.249,7902.975
5.250,7903.473
5.251,7903.971
5.252,7904.469
5.253,7904.967
5.254,7905.465
5.255,7905.962
5.256,7906.460
5.257,7906.957
5.258,7907.454
5.259,7907.952
5.260,7908.449
5.261,7908.946
5.262,7909.442
5.263,7909.939
5.264,7910.436
5.265,7910.932
5.266,7911.428
5.267,7911.925
5.268,7912.421
5.269,7912.917
5.270,7913.413
5.271,7913.908
5.272,7914.404
5.273,7914.899
5.274,7915.395
5.275,7915.890
5.276,7916.385
5.277,7916.880
5.278,7917.375
5.279,7917.870
5.280,7918.365
5.281,7918.859
5.282,7919.354
5.283,7919.848
5.284,7920.342
5.285,7920.836
5.286,7921.330
5.287,7921.824
5.288,7922.318
5.289,7922.812
5.290,7923.305
5.291,7923.799
5.292,7924.292
5.293,7924.785
5.294,7925.278
5.295,7925.771
5.296,7926.264
5.297,7926.756
5.298,7927.249
5.299,7927.742
5.300,7928.234
5.301,7928.726
5.302,7929.218
5.303,7929.710
5.304,7930.202
5.305,7930.694
5.306,7931.186
5.307,7931.677
5.308,7932.169
5.309,7932.660
5.310,7933.151
5.311,7933.642
5.312,7934.133
5.313,7934.624
5.314,7935.115
5.315,7935.605
5.316,7936.096
5.317,7936.586
5.318,7937.076
5.319,7937.567
5.320,7938.057
5.321,7938.547
5.322,7939.036
5.323,7939.526
5.324,7940.016
5.325,7940.505
5.326,7940.994
5.327,7941.484
5.328,7941.973
5.329,7942.462
5.330,7942.951
5.331,7943.439
5.332,7943.928
5.333,7944.417
5.334,7944.905
5.335,7945.393
5.336,7945.882
5.337,7946.370
5.338,7946.858
5.339,7947.346
5.340,7947.833
5.341,7948.321
5.342,7948.808
5.343,7949.296
5.344,7949.783
5.345,7950.270
5.346,7950.757
5.347,7951.244
5.348,7951.731
5.349,7952.218
5.350,7952.704
5.351,7953.191
5.352,7953.677
5.353,7954.164
5.354,7954.650
5.355,7955.136
5.356,7955.622
5.357,7956.107
5.358,7956.593
5.359,7957.079
5.360,7957.564
5.361,7958.050
5.362,7958.535
5.363,7959.020
5.364,7959.505
5.365,7959.990
5.366,7960.475
5.367,7960.959
5.368,7961.444
5.369,7961.928
5.370,7962.413
5.371,7962.897
5.372,7963.381
5.373,7963.865
5.374,7964.349
5.375,7964.833
5.376,7965.316
5.377,7965.800
5.378,7966.283
5.379,7966.766
5.380,7967.250
5.381,7967.733
5.382,7968.216
5.383,7968.699
5.384,7969.181
5.385,7969.664
5.386,7970.147
5.387,7970.629
5.388,7971.111
5.389,7971.593
5.390,7972.076
5.391,7972.557
5.392,7973.039
5.393,7973.521
5.394,7974.003
5.395,7974.484
5.396,7974.966
5.397,7975.447
5.398,7975.928
5.399,7976.409
5.400,7976.890
5.401,7977.371
5.402,7977.852
5.403,7978.332
5.404,7978.813
5.405,7979.293
5.406,7979.774
5.407,7980.254
5.408,7980.734
5.409,7981.214
5.410,7981.694
5.411,7982.173
5.412,7982.653
5.413,7983.132
5.414,7983.612
5.415,7984.091
5.416,7984.570
5.417,7985.049
5.418,7985.528
5.419,7986.007
5.420,7986.486
5.421,7986.965
5.422,7987.443
5.423,7987.921
5.424,7988.400
5.425,7988.878
5.426,7989.356
5.427,7989.834
5.428,7990.312
5.429,7990.790
5.430,7991.267
5.431,7991.745
5.432,7992.222
5.433,7992.699
5.434,7993.177
5.435,7993.654
5.436,7994.131
5.437,7994.607
5.438,7995.084
5.439,7995.561
5.440,7996.037
5.441,7996.514
5.442,7996.990
5.443,7997.466
5.444,7997.942
5.445,7998.418
5.446,7998.894
5.447,7999.370
5.448,7999.846
5.449,8000.321
5.450,8000.797
5.451,8001.272
5.452,8001.747
5.453,8002.222
5.454,8002.697
5.455,8003.172
5.456,8003.647
5.457,8004.121
5.458,8004.596
5.459,8005.070
5.460,8005.545
5.461,8006.019
5.462,8006.493
5.463,8006.967
5.464,8007.441
5.465,8007.915
5.466,8008.388
5.467,8008.862
5.468,8009.335
5.469,8009.809
5.470,8010.282
5.471,8010.755
5.472,8011.228
5.473,8011.701
5.474,8012.174
5.475,8012.647
5.476,8013.119
5.477,8013.592
5.478,8014.064
5.479,8014.536
5.480,8015.008
5.481,8015.481
5.482,8015.952
5.483,8016.424
5.484,8016.896
5.485,8017.368
5.486,8017.839
5.487,8018.311
5.488,8018.782
5.489,8019.253
5.490,8019.724
5.491,8020.195
5.492,8020.666
5.493,8021.137
5.494,8021.607
5.495,8022.078
5.496,8022.548
5.497,8023.019
5.498,8023.489
5.499,8023.959
5.500,8024.429
5.501,8024.899
5.502,8025.368
5.503,8025.838
5.504,8026.308
5.505,8026.777
5.506,8027.247
5.507,8027.716
5.508,8028.185
5.509,8028.654
5.510,8029.123
5.511,8029.592
5.512,8030.060
5.513,8030.529
5.514,8030.997
5.515,8031.466
5.516,8031.934
5.517,8032.402
5.518,8032.870
5.519,8033.338
5.520,8033.806
5.521,8034.274
5.522,8034.742
5.523,8035.209
5.524,8035.677
5.525,8036.144
5.526,8036.611
5.527,8037.078
5.528,8037.545
5.529,8038.012
5.530,8038.479
5.531,8038.946
5.532,8039.412
5.533,8039.879
5.534,8040.345
5.535,8040.811
5.536,8041.277
5.537,8041.743
5.538,8042.209
5.539,8042.675
5.540,8043.141
5.541,8043.606
5.542,8044.072
5.543,8044.537
5.544,8045.003
5.545,8045.468
5.546,8045.933
5.547,8046.398
5.548,8046.863
5.549,8047.328
5.550,8047.792
5.551,8048.257
5.552,8048.721
5.553,8049.186
5.554,8049.650
5.555,8050.114
5.556,8050.578
5.557,8051.042
5.558,8051.506
5.559,8051.970
5.560,8052.433
5.561,8052.897
5.562,8053.360
5.563,8053.823
5.564,8054.287
5.565,8054.750
5.566,8055.213
5.567,8055.675
5.568,8056.138
5.569,8056.601
5.570,8057.063
5.571,8057.526
5.572,8057.988
5.573,8058.451
5.574,8058.913
5.575,8059.375
5.576,8059.837
5.577,8060.298
5.578,8060.760
5.579,8061.222
5.580,8061.683
5.581,8062.145
5.582,8062.606
5.583,8063.067
5.584,8063.528
5.585,8063.989
5.586,8064.450
5.587,8064.911
5.588,8065.372
5.589,8065.832
5.590,8066.293
5.591,8066.753
5.592,8067.213
5.593,8067.674
5.594,8068.134
5.595,8068.594
5.596,8069.053
5.597,8069.513
5.598,8069.973
5.599,8070.432
5.600,8070.892
5.601,8071.351
5.602,8071.810
5.603,8072.270
5.604,8072.729
5.605,8073.187
5.606,8073.646
5.607,8074.105
5.608,8074.564
5.609,8075.022
5.610,8075.481
5.611,8075.939
5.612,8076.397
5.613,8076.855
5.614,8077.313
5.615,8077.771
5.616,8078.229
5.617,8078.686
5.618,8079.144
5.619,8079.602
5.620,8080.059
5.621,8080.516
5.622,8080.973
5.623,8081.430
5.624,8081.887
5.625,8082.344
5.626,8082.801
5.627,8083.258
5.628,8083.714
5.629,8084.171
5.630,8084.627
5.631,8085.083
5.632,8085.539
5.633,8085.995
5.634,8086.451
5.635,8086.907
5.636,8087.363
5.637,8087.819
5.638,8088.274
5.639,8088.729
5.640,8089.185
5.641,8089.640
5.642,8090.095
5.643,8090.550
5.644,8091.005
5.645,8091.460
5.646,8091.915
5.647,8092.369
5.648,8092.824
5.649,8093.278
5.650,8093.732
5.651,8094.187
5.652,8094.641
5.653,8095.095
5.654,8095.549
5.655,8096.002
5.656,8096.456
5.657,8096.910
5.658,8097.363
5.659,8097.817
5.660,8098.270
5.661,8098.723
5.662,8099.176
5.663,8099.629
5.664,8100.082
5.665,8100.535
5.666,8100.988
5.667,8101.440
5.668,8101.893
5.669,8102.345
5.670,8102.797
5.671,8103.249
5.672,8103.701
5.673,8104.153
5.674,8104.605
5.675,8105.057
5.676,8105.509
5.677,8105.960
5.678,8106.412
5.679,8106.863
5.680,8107.314
5.681,8107.766
5.682,8108.217
5.683,8108.668
5.684,8109.119
5.685,8109.569
5.686,8110.020
5.687,8110.471
5.688,8110.921
5.689,8111.371
5.690,8111.822
5.691,8112.272
5.692,8112.722
5.693,8113.172
5.694,8113.622
5.695,8114.072
5.696,8114.521
5.697,8114.971
5.698,8115.420
5.699,8115.870
5.700,8116.319
5.701,8116.768
5.702,8117.217
5.703,8117.666
5.704,8118.115
5.705,8118.564
5.706,8119.012
5.707,8119.461
5.708,8119.909
5.709,8120.358
5.710,8120.806
5.711,8121.254
5.712,8121.702
5.713,8122.150
5.714,8122.598
5.715,8123.046
5.716,8123.494
5.717,8123.941
5.718,8124.389
5.719,8124.836
5.720,8125.283
5.721,8125.730
5.722,8126.178
5.723,8126.625
5.724,8127.071
5.725,8127.518
5.726,8127.965
5.727,8128.411
5.728,8128.858
5.729,8129.304
5.730,8129.751
5.731,8130.197
5.732,8130.643
5.733,8131.089
5.734,8131.535
5.735,8131.981
5.736,8132.426
5.737,8132.872
5.738,8133.317
5.739,8133.763
5.740,8134.208
5.741,8134.653
5.742,8135.098
5.743,8135.543
5.744,8135.988
5.745,8136.433
5.746,8136.878
5.747,8137.322
5.748,8137.767
5.749,8138.211
5.750,8138.656
5.751,8139.100
5.752,8139.544
5.753,8139.988
5.754,8140.432
5.755,8140.876
5.756,8141.320
5.757,8141.763
5.758,8142.207
5.759,8142.650
5.760,8143.094
5.761,8143.537
5.762,8143.980
5.763,8144.423
5.764,8144.866
5.765,8145.309
5.766,8145.752
5.767,8146.194
5.768,8146.637
5.769,8147.079
5.770,8147.522
5.771,8147.964
5.772,8148.406
5.773,8148.848
5.774,8149.290
5.775,8149.732
5.776,8150.174
5.777,8150.615
5.778,8151.057
5.779,8151.499
5.780,8151.940
5.781,8152.381
5.782,8152.822
5.783,8153.264
5.784,8153.705
5.785,8154.145
5.786,8154.586
5.787,8155.027
5.788,8155.468
5.789,8155.908
5.790,8156.349
5.791,8156.789
5.792,8157.229
5.793,8157.669
5.794,8158.109
5.795,8158.549
5.796,8158.989
5.797,8159.429
5.798,8159.869
5.799,8160.308
5.800,8160.748
5.801,8161.187
5.802,8161.626
5.803,8162.065
5.804,8162.504
5.805,8162.943
5.806,8163.382
5.807,8163.821
5.808,8164.260
5.809,8164.698
5.810,8165.137
5.811,8165.575
5.812,8166.014
5.813,8166.452
5.814,8166.890
5.815,8167.328
5.816,8167.766
5.817,8168.204
5.818,8168.642
5.819,8169.079
5.820,8169.517
5.821,8169.954
5.822,8170.392
5.823,8170.829
5.824,8171.266
5.825,8171.703
5.826,8172.140
5.827,8172.577
5.828,8173.014
5.829,8173.450
5.830,8173.887
5.831,8174.323
5.832,8174.760
5.833,8175.196
5.834,8175.632
5.835,8176.068
5.836,8176.504
5.837,8176.940
5.838,8177.376
5.839,8177.812
5.840,8178.248
5.841,8178.683
5.842,8179.119
5.843,8179.554
5.844,8179.989
5.845,8180.424
5.846,8180.859
5.847,8181.294
5.848,8181.729
5.849,8182.164
5.850,8182.599
5.851,8183.033
5.852,8183.468
5.853,8183.902
5.854,8184.337
5.855,8184.771
5.856,8185.205
5.857,8185.639
5.858,8186.073
5.859,8186.507
5.860,8186.941
5.861,8187.374
5.862,8187.808
5.863,8188.241
5.864,8188.675
5.865,8189.108
5.866,8189.541
5.867,8189.974
5.868,8190.407
5.869,8190.840
5.870,8191.273
5.871,8191.706
5.872,8192.138
5.873,8192.571
5.874,8193.003
5.875,8193.436
5.876,8193.868
5.877,8194.300
5.878,8194.732
5.879,8195.164
5.880,8195.596
5.881,8196.028
5.882,8196.459
5.883,8196.891
5.884,8197.322
5.885,8197.754
5.886,8198.185
5.887,8198.616
5.888,8199.048
5.889,8199.479
5.890,8199.910
5.891,8200.340
5.892,8200.771
5.893,8201.202
5.894,8201.632
5.895,8202.063
5.896,8202.493
5.897,8202.924
5.898,8203.354
5.899,8203.784
5.900,8204.214
5.901,8204.644
5.902,8205.074
5.903,8205.503
5.904,8205.933
5.905,8206.363
5.906,8206.792
5.907,8207.221
5.908,8207.651
5.909,8208.080
5.910,8208.509
5.911,8208.938
5.912,8209.367
5.913,8209.796
5.914,8210.224
5.915,8210.653
5.916,8211.081
5.917,8211.510
5.918,8211.938
5.919,8212.366
5.920,8212.795
5.921,8213.223
5.922,8213.651
5.923,8214.079
5.924,8214.506
5.925,8214.934
5.926,8215.362
5.927,8215.789
5.928,8216.217
5.929,8216.644
5.930,8217.071
5.931,8217.498
5.932,8217.925
5.933,8218.352
5.934,8218.779
5.935,8219.206
5.936,8219.633
5.937,8220.059
5.938,8220.486
5.939,8220.912
5.940,8221.339
5.941,8221.765
5.942,8222.191
5.943,8222.617
5.944,8223.043
5.945,8223.469
5.946,8223.895
5.947,8224.320
5.948,8224.746
5.949,8225.171
5.950,8225.597
5.951,8226.022
5.952,8226.447
5.953,8226.872
5.954,8227.297
5.955,8227.722
5.956,8228.147
5.957,8228.572
5.958,8228.997
5.959,8229.421
5.960,8229.846
5.961,8230.270
5.962,8230.695
5.963,8231.119
5.964,8231.543
5.965,8231.967
5.966,8232.391
5.967,8232.815
5.968,8233.239
5.969,8233.662
5.970,8234.086
5.971,8234.509
5.972,8234.933
5.973,8235.356
5.974,8235.779
5.975,8236.202
5.976,8236.626
5.977,8237.048
5.978,8237.471
5.979,8237.894
5.980,8238.317
5.981,8238.739
5.982,8239.162
5.983,8239.584
5.984,8240.007
5.985,8240.429
5.986,8240.851
5.987,8241.273
5.988,8241.695
5.989,8242.117
5.990,8242.539
5.991,8242.960
5.992,8243.382
5.993,8243.804
5.994,8244.225
5.995,8244.646
5.996,8245.068
5.997,8245.489
5.998,8245.910
5.999,8246.331
6.000,8246.752
6.001,8247.172
6.002,8247.593
6.003,8248.014
6.004,8248.434
6.005,8248.855
6.006,8249.275
6.007,8249.695
6.008,8250.116
6.009,8250.536
6.010,8250.956
6.011,8251.376
6.012,8251.795
6.013,8252.215
6.014,8252.635
6.015,8253.054
6.016,8253.474
6.017,8253.893
6.018,8254.312
6.019,8254.732
6.020,8255.151
6.021,8255.570
6.022,8255.989
6.023,8256.408
6.024,8256.826
6.025,8257.245
6.026,8257.664
6.027,8258.082
6.028,8258.500
6.029,8258.919
6.030,8259.337
6.031,8259.755
6.032,8260.173
6.033,8260.591
6.034,8261.009
6.035,8261.427
6.036,8261.844
6.037,8262.262
6.038,8262.679
6.039,8263.097
6.040,8263.514
6.041,8263.931
6.042,8264.349
6.043,8264.766
6.044,8265.183
6.045,8265.600
6.046,8266.016
6.047,8266.433
6.048,8266.850
6.049,8267.266
6.050,8267.683
6.051,8268.099
6.052,8268.515
6.053,8268.931
6.054,8269.348
6.055,8269.764
6.056,8270.180
6.057,8270.595
6.058,8271.011
6.059,8271.427
6.060,8271.842
6.061,8272.258
6.062,8272.673
6.063,8273.089
6.064,8273.504
6.065,8273.919
6.066,8274.334
6.067,8274.749
6.068,8275.164
6.069,8275.579
6.070,8275.993
6.071,8276.408
6.072,8276.822
6.073,8277.237
6.074,8277.651
6.075,8278.065
6.076,8278.480
6.077,8278.894
6.078,8279.308
6.079,8279.722
6.080,8280.135
6.081,8280.549
6.082,8280.963
6.083,8281.376
6.084,8281.790
6.085,8282.203
6.086,8282.616
6.087,8283.030
6.088,8283.443
6.089,8283.856
6.090,8284.269
6.091,8284.682
6.092,8285.094
6.093,8285.507
6.094,8285.920
6.095,8286.332
6.096,8286.745
6.097,8287.157
6.098,8287.569
6.099,8287.981
6.100,8288.394
6.101,8288.806
6.102,8289.217
6.103,8289.629
6.104,8290.041
6.105,8290.453
6.106,8290.864
6.107,8291.276
6.108,8291.687
6.109,8292.098
6.110,8292.510
6.111,8292.921
6.112,8293.332
6.113,8293.743
6.114,8294.154
6.115,8294.565
6.116,8294.975
6.117,8295.386
6.118,8295.796
6.119,8296.207
6.120,8296.617
6.121,8297.027
6.122,8297.438
6.123,8297.848
6.124,8298.258
6.125,8298.668
6.126,8299.078
6.127,8299.487
6.128,8299.897
6.129,8300.307
6.130,8300.716
6.131,8301.125
6.132,8301.535
6.133,8301.944
6.134,8302.353
6.135,8302.762
6.136,8303.171
6.137,8303.580
6.138,8303.989
6.139,8304.398
6.140,8304.806
6.141,8305.215
6.142,8305.623
6.143,8306.032
6.144,8306.440
6.145,8306.848
6.146,8307.257
6.147,8307.665
6.148,8308.073
6.149,8308.480
6.150,8308.888
6.151,8309.296
6.152,8309.704
6.153,8310.111
6.154,8310.519
6.155,8310.926
6.156,8311.333
6.157,8311.740
6.158,8312.148
6.159,8312.555
6.160,8312.962
6.161,8313.368
6.162,8313.775
6.163,8314.182
6.164,8314.588
6.165,8314.995
6.166,8315.401
6.167,8315.808
6.168,8316.214
6.169,8316.620
6.170,8317.026
6.171,8317.432
6.172,8317.838
6.173,8318.244
6.174,8318.650
6.175,8319.056
6.176,8319.461
6.177,8319.867
6.178,8320.272
6.179,8320.677
6.180,8321.083
6.181,8321.488
6.182,8321.893
6.183,8322.298
6.184,8322.703
6.185,8323.108
6.186,8323.513
6.187,8323.917
6.188,8324.322
6.189,8324.726
6.190,8325.131
6.191,8325.535
6.192,8325.939
6.193,8326.343
6.194,8326.748
6.195,8327.152
6.196,8327.555
6.197,8327.959
6.198,8328.363
6.199,8328.767
6.200,8329.170
6.201,8329.574
6.202,8329.977
6.203,8330.381
6.204,8330.784
6.205,8331.187
6.206,8331.590
6.207,8331.993
6.208,8332.396
6.209,8332.799
6.210,8333.202
6.211,8333.604
6.212,8334.007
6.213,8334.409
6.214,8334.812
6.215,8335.214
6.216,8335.616
6.217,8336.018
6.218,8336.421
6.219,8336.823
6.220,8337.224
6.221,8337.626
6.222,8338.028
6.223,8338.430
6.224,8338.831
6.225,8339.233
6.226,8339.634
6.227,8340.036
6.228,8340.437
6.229,8340.838
6.230,8341.239
6.231,8341.640
6.232,8342.041
6.233,8342.442
6.234,8342.843
6.235,8343.243
6.236,8343.644
6.237,8344.044
6.238,8344.445
6.239,8344.845
6.240,8345.245
6.241,8345.646
