pgc,Nest,Dist,DM,eD,C,T,L,M,S,N,H,F,RAJ,DeJ,Glon,Glat,SGL,SGB,Ty,Asfd,Btot,Ks,Vhel,Vgsr,Vls,Vcmb,Vmod,Name,Icnt,2Mass,Ndgp,Dgp,DMgp,eDgp,NV,Lgp,Bgp,SGLgp,SGBgp,Tgp,S_B,S_K,Vhgp,Vggp,Vlsgp,Vcgp,Vmgp,Vrms,GroupName
6380,209891,65.46,34.08,0.20,,,,,,,H,,014420.6,+172839.1,140.4668,-43.5855,316.7274,-6.5914,4,0.24,13.58,10.04,4602,4707,4768,4312,4361,UGC01219,0,0,1,65.46,34.08,0.20,1,140.4668,-43.5855,316.7274,-6.5914,4,13.58,10.04,4602,4707,4768,4312,4361,0,
6387,205870,166.72,36.11,0.20,,,,,,,H,,014428.7,-403952.6,267.3611,-72.5965,258.2384,-19.4390,3,0.09,14.43,10.72,10036,9954,9950,9846,10101,ESO297-023,0,0,1,166.72,36.11,0.20,1,267.3611,-72.5965,258.2384,-19.4390,3,14.43,10.72,10036,9954,9950,9846,10101,0,
6393,210328,75.51,34.39,0.20,,,,,,,H,,014435.4,+374145.6,134.4143,-23.9874,335.8422,0.1188,4,0.23,14.63,10.92,5655,5809,5882,5398,5475,UGC01220,2044,0,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6430,0,4.57,28.30,0.10,,T,,,,,,,014503.9,-433554.7,273.0753,-70.2885,255.1384,-19.7393,10,0.07,12.80,10.30,394,303,294,216,216,ESO245-05,235,0,2,3.95,27.99,0.07,2,273.3902,-71.7079,256.2020,-18.7344,10,11.25,8.95,395,310,302,209,209,11,"5896  NGC000625"
6435,0,104.71,35.10,0.20,,,,,,,H,,014510.8,-415248.3,269.6877,-71.6049,256.9619,-19.6563,3,0.07,14.83,12.25,6364,6278,6272,6179,6280,ESO297-027,0,0,1,104.71,35.10,0.20,1,269.6877,-71.6049,256.9619,-19.6563,3,14.83,12.25,6364,6278,6272,6179,6280,0,
6454,0,71.45,34.27,0.20,,,,,,,H,,014535.7,+032127.1,148.2202,-56.8315,303.2152,-11.2160,4,0.15,15.01,0.00,5356,5417,5466,5065,5133,UGC01235,0,0,1,71.45,34.27,0.20,1,148.2202,-56.8315,303.2152,-11.2160,4,15.01,0.00,5356,5417,5466,5065,5133,0,
6459,0,102.80,35.06,0.20,,,,,,,H,,014541.3,+284820.0,137.0458,-32.5746,327.5578,-3.1258,6,0.30,14.88,0.00,7848,7981,8050,7573,7724,UGC01233,0,0,1,102.80,35.06,0.20,1,137.0458,-32.5746,327.5578,-3.1258,6,14.88,0.00,7848,7981,8050,7573,7724,0,
6473,200003,90.78,34.79,0.20,,,,,,,H,,014551.8,+350639.3,135.3436,-26.4456,333.5001,-1.0060,5,0.22,15.34,0.00,5654,5802,5874,5392,5469,UGC01234,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6475,200166,72.78,34.31,0.20,,,,,,,H,,014554.9,+094922.5,144.4487,-50.7589,309.5124,-9.3658,2,0.42,15.46,10.63,5211,5292,5347,4919,4983,UGC01237,0,4086,1,72.78,34.31,0.20,4,143.9846,-50.2906,309.9928,-9.0799,2,0.00,8.40,5379,5462,5517,5086,5154,142,
6502,200003,58.88,33.85,0.20,,,,,,,H,,014622.7,+362736.3,135.1063,-25.1092,334.8031,-0.6397,3,0.22,13.74,10.31,4499,4649,4722,4241,4289,UGC01238,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6528,0,45.29,33.28,0.20,,,,,,,H,,014649.5,+242753.0,138.6979,-36.7052,323.5491,-4.8335,4,0.47,15.85,0.00,3122,3244,3310,2842,2863,UGC01244,916,0,5,30.90,32.45,0.09,6,140.3408,-38.6907,321.6389,-6.2510,4,11.12,7.93,2900,3014,3079,2620,2638,197,"6793   UGC01305"
6546,200197,82.41,34.58,0.20,,,,,,,H,,014659.1,+130730.4,143.1931,-47.5495,312.7718,-8.5857,1,0.22,14.50,10.64,5519,5609,5667,5229,5301,NGC00671,0,4085,1,82.41,34.58,0.20,6,143.8854,-47.5975,312.7204,-9.0520,1,0.00,8.25,5292,5380,5438,5003,5069,188,
6557,0,121.34,35.42,0.20,,,,,,,H,,014713.1,-403929.1,266.1054,-72.2412,258.2849,-19.9568,3,0.07,15.15,12.14,10005,9922,9917,9817,10071,ESO297-029,0,0,1,121.34,35.42,0.20,1,266.1054,-72.2412,258.2849,-19.9568,3,15.15,12.14,10005,9922,9917,9817,10071,0,
6574,0,7.45,29.36,0.10,,T,,,,,,,014729.9,+271958.6,137.9542,-33.8982,326.3065,-4.0028,9,0.34,12.08,9.00,337,466,534,62,62,IC1727,330,0,4,7.55,29.39,0.05,4,137.9905,-33.8386,326.3685,-4.0278,8,10.60,8.21,387,516,584,112,112,43,"6595    NGC0672"
6584,206028,116.95,35.34,0.20,,,,,,,H,,014744.6,-333606.3,244.4339,-76.2551,265.7602,-19.4320,3,0.08,14.08,10.30,8648,8586,8590,8434,8622,IC1728,0,0,1,116.95,35.34,0.20,1,244.4339,-76.2551,265.7602,-19.4320,3,14.08,10.30,8648,8586,8590,8434,8622,0,
6587,0,95.50,34.90,0.20,,,,,,,H,,014748.0,-164319.1,177.2410,-73.3166,283.3035,-16.7602,5,0.10,14.84,0.00,5173,5167,5193,4912,4976,NGC0690,0,0,1,95.50,34.90,0.20,1,177.2410,-73.3166,283.3035,-16.7602,5,14.84,0.00,5173,5167,5193,4912,4976,0,
6595,212375,7.18,29.28,0.10,,T,,,,,,,014754.0,+272555.9,138.0269,-33.7791,326.4306,-4.0528,6,0.34,11.41,8.98,425,554,622,150,150,NGC0672,330,0,4,7.55,29.39,0.05,4,137.9905,-33.8386,326.3685,-4.0278,8,10.60,8.21,387,516,584,112,112,43,"6595    NGC0672"
6607,200003,82.04,34.57,0.20,,,,,,,H,,014807.1,+362711.3,135.4834,-25.0333,334.9178,-0.9703,2,0.23,15.37,11.44,4661,4810,4883,4404,4455,UGC01257,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6617,200065,157.04,35.98,0.20,,,,,,,H,,014816.1,+322139.6,136.6424,-28.9943,331.0902,-2.4255,3,0.16,17.85,0.00,10860,11000,11070,10594,10889,UG0145+321,2043,0,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6624,200166,58.61,33.84,0.08,,,,,,N,H,,014822.5,+113117.6,144.4573,-48.9559,311.3392,-9.4129,5,0.34,13.22,9.79,5181,5265,5322,4892,4955,UGC01259,0,0,1,58.61,33.84,0.08,1,144.4573,-48.9559,311.3392,-9.4129,5,13.22,9.79,5181,5265,5322,4892,4955,0,
6627,200197,59.16,33.86,0.20,,,,,,,H,,014833.5,+132550.8,143.5838,-47.1377,313.1879,-8.8512,6,0.26,15.45,11.14,5016,5106,5164,4728,4787,UGC01261,0,0,1,59.16,33.86,0.20,1,143.5838,-47.1377,313.1879,-8.8512,6,15.45,11.14,5016,5106,5164,4728,4787,0,
6628,200197,65.16,34.07,0.20,,,,,,,H,,014834.5,+134204.3,143.4612,-46.8803,313.4485,-8.7684,10,0.24,0.00,0.00,5095,5186,5244,4807,4868,UGC01262,0,0,1,65.16,34.07,0.20,1,143.4612,-46.8803,313.4485,-8.7684,10,0.00,0.00,5095,5186,5244,4807,4868,0,
6636,200197,73.79,34.34,0.20,,,,,,,H,,014837.8,+134608.2,143.4491,-46.8118,313.5179,-8.7602,6,0.24,16.64,0.00,4789,4880,4938,4501,4555,UGC01264,0,0,1,73.79,34.34,0.20,1,143.4491,-46.8118,313.5179,-8.7602,6,16.64,0.00,4789,4880,4938,4501,4555,0,
6638,202973,77.98,34.46,0.20,,,,,,,H,,014837.4,-484916.1,279.7090,-65.6483,249.6008,-20.5295,3,0.08,15.10,10.93,6305,6197,6182,6151,6251,ESO197-002,0,0,1,77.98,34.46,0.20,1,279.7090,-65.6483,249.6008,-20.5295,3,15.10,10.93,6305,6197,6182,6151,6251,0,
6664,200003,76.21,34.41,0.25,,,,,,,,F,014905.8,+345859.2,136.0951,-26.4105,333.6100,-1.6709,-3,0.24,15.41,11.44,3819,3965,4036,3560,3594,UGC01269,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6672,200065,135.52,35.66,0.25,,,,,,,,F,014912.9,+330545.2,136.6524,-28.2318,331.8502,-2.3558,-5,0.18,15.47,11.11,11778,11919,11990,11515,11863,PGC006672,2043,3849,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6675,200365,25.12,32.00,0.20,,,,,,,H,,014915.1,+204239.8,140.7180,-40.1557,320.1852,-6.6239,8,0.36,14.03,10.99,2748,2858,2922,2466,2482,UGC01276,916,0,5,30.90,32.45,0.09,6,140.3408,-38.6907,321.6389,-6.2510,4,11.12,7.93,2900,3014,3079,2620,2638,197,"6793   UGC01305"
6686,210874,76.21,34.41,0.20,,,,,,,H,,014922.2,-140723.3,171.9113,-71.2487,286.0386,-16.5827,4,0.06,15.99,11.36,5266,5267,5296,5001,5067,PG0006686,0,3796,1,76.21,34.41,0.20,5,169.8405,-71.1634,286.4626,-16.0468,4,0.00,9.40,5397,5401,5431,5129,5199,133,
6687,200197,71.45,34.27,0.20,,,,,,,H,,014924.8,+132208.1,143.9027,-47.1285,313.1959,-9.0682,1,0.37,15.42,11.64,4622,4711,4769,4335,4385,UGC01279,0,0,1,71.45,34.27,0.20,1,143.9027,-47.1285,313.1959,-9.0682,1,15.42,11.64,4622,4711,4769,4335,4385,0,
6691,200003,103.28,35.07,0.20,,,,,,,H,,014925.8,+352710.3,136.0390,-25.9385,334.0739,-1.5695,0,0.28,14.48,10.01,4156,4302,4374,3898,3938,UGC01277,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6699,0,5.27,28.61,0.10,,T,,,,,,,014932.4,+323510.4,136.8741,-28.7076,331.3963,-2.5982,8,0.20,12.88,10.50,156,296,367,-107,-107,UGC1281,331,0,5,4.93,28.47,0.04,5,137.5575,-33.2444,326.8825,-3.9105,9,12.39,9.96,137,265,333,-132,-132,80,"6699    UGC1281"
6711,200003,60.26,33.90,0.22,,,,,,,,F,014943.8,+354708.3,136.0131,-25.6010,334.4070,-1.5094,-3,0.26,13.55,9.22,5049,5196,5268,4792,4853,NGC0679,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6720,205765,151.36,35.90,0.20,,,,,,,H,,014947.1,-215426.7,194.6125,-75.7514,278.0591,-18.2054,3,0.06,14.94,11.52,11844,11819,11838,11597,11950,ESO543-017,0,0,1,151.36,35.90,0.20,1,194.6125,-75.7514,278.0591,-18.2054,3,14.94,11.52,11844,11819,11838,11597,11950,0,
6724,210989,72.11,34.29,0.20,,,,,,,H,,014951.8,-272800.4,217.7774,-77.0231,272.2697,-19.1075,3,0.08,14.51,10.37,4212,4169,4181,3981,4023,NGC0689,0,0,1,72.11,34.29,0.20,1,217.7774,-77.0231,272.2697,-19.1075,3,14.51,10.37,4212,4169,4181,3981,4023,0,
6728,0,60.81,33.92,0.20,,,,,,,H,,015003.7,+162617.5,142.7074,-44.1708,316.1845,-8.2226,6,0.23,0.00,0.00,4975,5073,5133,4690,4748,UGC01289,0,0,1,60.81,33.92,0.20,1,142.7074,-44.1708,316.1845,-8.2226,6,0.00,0.00,4975,5073,5133,4690,4748,0,
6750,200365,25.94,32.07,0.20,,,,,,,H,,015013.1,+230928.9,140.0876,-37.7477,322.5785,-6.0072,10,0.47,0.00,0.00,2868,2984,3050,2589,2607,UGC01294,0,0,1,25.94,32.07,0.20,1,140.0876,-37.7477,322.5785,-6.0072,10,0.00,0.00,2868,2984,3050,2589,2607,0,
6756,200788,33.88,32.65,0.20,,,,,,,H,,015012.4,+271145.4,138.6966,-33.8701,326.3855,-4.6147,5,0.32,14.30,11.40,3509,3636,3703,3236,3264,UGC01291,0,0,1,33.88,32.65,0.20,1,138.6966,-33.8701,326.3855,-4.6147,5,14.30,11.40,3509,3636,3703,3236,3264,0,
6758,200003,106.17,35.13,0.25,,,,,,,,F,015014.8,+361343.6,136.0029,-25.1458,334.8586,-1.4504,-2,0.27,16.28,0.00,5175,5323,5395,4919,4983,PGC006758,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6759,200788,43.65,33.20,0.20,,,,,,,H,,015014.0,+273844.7,138.5573,-33.4358,326.8104,-4.4645,3,0.36,13.33,8.84,3536,3664,3732,3264,3292,UGC01292,0,0,1,43.65,33.20,0.20,1,138.5573,-33.4358,326.8104,-4.4645,3,13.33,8.84,3536,3664,3732,3264,3292,0,
6760,200065,134.28,35.64,0.25,,,,,,,,F,015015.5,+332944.1,136.7763,-27.7899,332.3014,-2.4193,-2,0.20,15.43,10.98,10613,10755,10826,10351,10633,UGC01295,2043,3849,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6778,202580,19.14,31.41,0.20,,,,,,,H,,015030.9,+060842.2,148.3371,-53.7870,306.3008,-11.5679,0,0.23,13.24,9.32,1580,1646,1698,1293,1297,UGC01304,900,0,1,19.14,31.41,0.20,3,148.9857,-54.4157,305.6176,-11.8745,1,13.01,9.30,1587,1650,1701,1301,1305,77,"6778   UGC01304"
6780,200003,69.18,34.20,0.20,,,,,,,H,,015032.9,+352133.5,136.3107,-25.9720,334.0670,-1.8160,10,0.24,15.63,0.00,5521,5666,5738,5264,5337,UGC01299,2044,0,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6782,200003,56.49,33.76,0.22,,,,,,,,F,015033.3,+362214.7,136.0301,-24.9928,335.0134,-1.4580,-2,0.26,13.58,9.33,5109,5257,5329,4854,4916,NGC0687,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6793,200365,36.81,32.83,0.20,,,,,,,H,,015041.7,+214535.6,140.7382,-39.0542,321.2935,-6.5866,4,0.31,12.28,9.04,2669,2781,2845,2389,2404,UGC01305,916,0,5,30.90,32.45,0.09,6,140.3408,-38.6907,321.6389,-6.2510,4,11.12,7.93,2900,3014,3079,2620,2638,197,"6793   UGC01305"
6796,200065,134.28,35.64,0.25,,,,,,,,F,015042.9,+330455.1,137.0011,-28.1651,331.9478,-2.6548,-5,0.20,14.14,10.11,10697,10837,10908,10435,10721,IC1733,2043,3849,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6798,210769,83.56,34.61,0.20,,,,,,,H,,015043.7,-120208.1,168.4708,-69.4785,288.2383,-16.4438,4,0.11,14.91,11.06,5506,5513,5545,5238,5311,AGC410367,0,0,1,83.56,34.61,0.20,1,168.4708,-69.4785,288.2383,-16.4438,4,14.91,11.06,5506,5513,5545,5238,5311,0,
6799,200003,58.88,33.85,0.20,,,,,,,H,,015044.2,+351703.6,136.3730,-26.0347,334.0106,-1.8783,3,0.24,13.37,10.34,4148,4293,4365,3891,3931,NGC00688,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6802,200065,81.28,34.55,0.20,,,,,,,H,,015046.8,+323248.1,137.1738,-28.6786,331.4514,-2.8569,-2,0.21,15.02,11.04,11319,11458,11529,11056,11377,UGC01306,2043,0,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6803,200065,133.66,35.63,0.25,,,,,,,,F,015051.7,+330531.8,137.0316,-28.1473,331.9683,-2.6798,-2,0.20,15.49,11.17,9982,10122,10193,9720,9969,IC1735,2043,3849,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6807,200003,59.43,33.87,0.25,,,,,,,,F,015051.2,+361632.9,136.1207,-25.0696,334.9460,-1.5481,-5,0.28,13.60,9.40,5171,5318,5390,4916,4980,UGC01308,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6814,0,59.16,33.86,0.20,,,,,,,H,,015053.2,+181808.6,142.1669,-42.3380,318.0270,-7.7920,4,0.20,15.26,0.00,5184,5286,5348,4901,4965,UGC01309,0,0,1,59.16,33.86,0.20,1,142.1669,-42.3380,318.0270,-7.7920,4,15.26,0.00,5184,5286,5348,4901,4965,0,
6826,201167,20.80,31.59,0.20,,,,,,,H,,015104.0,-094208.5,164.6581,-67.6051,290.6224,-15.9851,5,0.11,12.81,9.28,1830,1845,1879,1559,1565,AGC410368,896,0,2,32.06,32.53,0.14,3,164.5842,-68.0793,290.1811,-15.7716,5,11.91,8.22,1859,1873,1907,1587,1594,121,"6671  AGC410359"
6830,0,0.42,23.13,0.06,,T,L,M,,,,,015106.3,-442641.1,272.1595,-68.9493,254.2878,-20.8612,10,0.07,13.72,11.30,-52,-148,-158,-221,-221,Phoenix,222,0,39,0.76,24.40,0.01,41,125.4790,-26.4230,322.2989,9.4579,2,3.40,0.68,-213,-49,17,-485,-485,156,"2557    NGC0224"
6833,200365,20.51,31.56,0.20,,,,,,,H,,015108.5,+215446.1,140.8080,-38.8775,321.4738,-6.6322,5,0.30,13.63,0.00,2938,3050,3115,2659,2678,UGC01313,916,0,5,30.90,32.45,0.09,6,140.3408,-38.6907,321.6389,-6.2510,4,11.12,7.93,2900,3014,3079,2620,2638,197,"6793   UGC01305"
6848,200365,32.66,32.57,0.20,,,,,,,H,,015117.6,+222128.6,140.6830,-38.4418,321.9070,-6.5130,5,0.35,12.79,8.57,3124,3237,3302,2845,2866,NGC00697,916,0,5,30.90,32.45,0.09,6,140.3408,-38.6907,321.6389,-6.2510,4,11.12,7.93,2900,3014,3079,2620,2638,197,"6793   UGC01305"
6849,0,337.29,37.64,0.20,,,,,,,H,,015121.1,+330332.7,137.1541,-28.1528,331.9736,-2.7878,3,0.20,18.08,0.00,25928,26068,26138,25666,27370,XJ01512108,0,0,1,337.29,37.64,0.20,1,137.1541,-28.1528,331.9736,-2.7878,3,18.08,0.00,25928,26068,26138,25666,27370,0,
6850,200065,135.52,35.66,0.25,,,,,,,,F,015121.3,+331111.3,137.1169,-28.0295,332.0932,-2.7429,2,0.21,16.27,0.00,11762,11902,11973,11501,11849,PGC006850,2043,3849,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6851,200003,72.78,34.31,0.20,,,,,,,H,,015117.5,+345055.3,136.6195,-26.4271,333.6435,-2.1396,3,0.21,16.73,0.00,4688,4832,4903,4430,4482,UGC01316,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6856,200065,134.28,35.64,0.25,,,,,,,,F,015123.6,+330151.8,137.1718,-28.1774,331.9506,-2.8058,-5,0.20,14.98,10.60,10411,10551,10622,10149,10420,UGC01318,2043,3849,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6864,0,39.08,32.96,0.20,,,,,,,H,,015128.4,-063059.5,160.3258,-64.9339,293.8570,-15.3044,7,0.11,15.33,0.00,2130,2155,2193,1854,1863,AGC410377,0,0,1,39.08,32.96,0.20,1,160.3258,-64.9339,293.8570,-15.3044,7,15.33,0.00,2130,2155,2193,1854,1863,0,
6865,200003,64.57,34.05,0.20,,,,,,,H,,015129.2,+360357.0,136.3159,-25.2403,334.7954,-1.7422,4,0.33,14.50,11.01,5312,5458,5530,5057,5125,UGC01319,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6887,200065,134.28,35.64,0.25,,,,,,,,F,015145.4,+333214.7,137.1051,-27.6687,332.4515,-2.6966,-5,0.18,15.49,11.00,10616,10757,10828,10356,10638,PGC006887,2043,3849,17,138.82,35.71,0.05,17,137.0442,-28.2327,331.8842,-2.6993,0,0.00,8.60,10859,10999,11070,10597,10892,594,A0260
6888,203564,240.99,36.91,0.09,,,,,,N,,,015148.5,+001549.8,153.3013,-59.0014,300.6297,-13.5837,3,0.14,15.48,11.58,17754,17801,17846,17471,18268,UGC01333,0,0,1,240.99,36.91,0.09,1,153.3013,-59.0014,300.6297,-13.5837,3,15.48,11.58,17754,17801,17846,17471,18268,0,
6889,0,57.81,33.81,0.20,,,,,,,H,,015147.3,+181114.7,142.4908,-42.3807,317.9897,-8.0324,6,0.19,15.81,0.00,4945,5047,5108,4663,4721,UGC01329,0,0,1,57.81,33.81,0.20,1,142.4908,-42.3807,317.9897,-8.0324,6,15.81,0.00,4945,5047,5108,4663,4721,0,
6901,208043,120.78,35.41,0.20,,,,,,,H,,015155.2,-241900.0,204.6345,-76.1006,275.6380,-19.0907,5,0.06,14.97,11.65,9109,9074,9090,8870,9077,ESO477-010,0,0,1,120.78,35.41,0.20,1,204.6345,-76.1006,275.6380,-19.0907,5,14.97,11.65,9109,9074,9090,8870,9077,0,
6903,200003,45.71,33.30,0.20,,,,,,,H,,015200.5,+353820.7,136.5504,-25.6257,334.4345,-1.9937,4,0.27,16.47,0.00,4958,5103,5175,4702,4761,AGC111771,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6904,0,56.75,33.77,0.20,,,,,,,H,,015156.7,-314411.0,235.8371,-76.0574,267.8349,-20.1033,7,0.07,16.00,0.00,4071,4013,4019,3855,3894,ESO414-008,0,0,1,56.75,33.77,0.20,1,235.8371,-76.0574,267.8349,-20.1033,7,16.00,0.00,4071,4013,4019,3855,3894,0,
6905,202916,91.20,34.80,0.20,,,,,,,H,,015155.3,+084951.8,147.2049,-51.1677,309.0182,-11.0815,7,0.28,16.65,0.00,5370,5444,5498,5084,5152,UGC01337,0,0,1,91.20,34.80,0.20,1,147.2049,-51.1677,309.0182,-11.0815,7,16.65,0.00,5370,5444,5498,5084,5152,0,
6945,200003,75.16,34.38,0.23,,,,,,,,F,015232.6,+360654.3,136.5301,-25.1379,334.9179,-1.9239,-5,0.38,15.84,11.65,4293,4439,4511,4039,4082,PGC006945,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6946,200577,128.23,35.54,0.20,,,,,,,H,,015232.8,-355023.1,250.5363,-74.3586,263.4923,-20.6326,3,0.06,15.72,0.00,9877,9805,9806,9675,9921,ESO354-006,0,0,1,128.23,35.54,0.20,1,250.5363,-74.3586,263.4923,-20.6326,3,15.72,0.00,9877,9805,9806,9675,9921,0,
6953,200003,58.88,33.85,0.25,,,,,,,,F,015237.7,+360736.3,136.5451,-25.1222,334.9350,-1.9358,-4,0.38,14.34,10.50,4729,4875,4947,4475,4528,NGC0704,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6957,200003,72.78,34.31,0.23,,,,,,,,F,015239.7,+361016.2,136.5395,-25.0775,334.9789,-1.9260,-3,0.40,14.35,9.95,5580,5726,5798,5326,5401,NGC0703,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6962,200003,71.12,34.26,0.22,,,,,,,,F,015246.5,+360907.0,136.5696,-25.0901,334.9693,-1.9545,-5,0.39,13.70,8.69,4841,4987,5059,4587,4643,NGC0708,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
6966,201103,73.11,34.32,0.20,,,,,,,H,,015249.0,-032648.8,157.3560,-62.1440,297.0170,-14.8362,5,0.12,14.11,9.46,5008,5042,5083,4730,4789,PGC006966,0,0,1,73.11,34.32,0.20,1,157.3560,-62.1440,297.0170,-14.8362,5,14.11,9.46,5008,5042,5083,4730,4789,0,
6982,200197,59.98,33.89,0.20,,,,,,,H,,015259.7,+124230.4,145.4422,-47.4549,312.8453,-10.1062,1,0.23,14.04,9.73,4570,4655,4712,4286,4335,NGC00716,0,0,1,59.98,33.89,0.20,1,145.4422,-47.4549,312.8453,-10.1062,1,14.04,9.73,4570,4655,4712,4286,4335,0,
6983,201225,27.16,32.17,0.14,,,,,S,,,,015300.5,-134418.9,173.0194,-70.3571,286.6306,-17.3618,-5,0.07,11.15,7.39,1717,1717,1746,1455,1461,N0720,897,0,5,24.10,31.91,0.08,8,174.1346,-67.6886,288.6745,-19.1259,4,10.91,7.19,1797,1796,1826,1542,1548,153,"6983      N0720"
6988,200003,66.68,34.12,0.23,,,,,,,,F,015308.4,+364911.5,136.4564,-24.4261,335.6189,-1.7817,-2,0.34,14.19,9.47,5339,5486,5558,5087,5155,NGC0712,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7006,200003,68.23,34.17,0.25,,,,,,,,F,015323.0,+365718.6,136.4690,-24.2829,335.7626,-1.7778,-3,0.33,14.55,10.30,5286,5433,5505,5035,5102,UGC01353,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7029,200003,62.23,33.97,0.25,,,,,,,,F,015350.1,+362101.0,136.7398,-24.8427,335.2316,-2.0819,-5,0.37,15.21,10.59,4151,4297,4369,3899,3939,PGC007029,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7030,200003,63.68,34.02,0.20,,,,,,,H,,015353.4,+363505.7,136.6830,-24.6132,335.4547,-2.0066,6,0.34,15.85,0.00,5743,5889,5961,5491,5571,UGC01361,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
7042,0,65.16,34.07,0.20,,,,,,,H,,015403.7,+145434.2,144.6929,-45.2997,315.0433,-9.6341,6,0.20,17.02,0.00,5091,5182,5240,4809,4870,UGC01364,0,0,1,65.16,34.07,0.20,1,144.6929,-45.2997,315.0433,-9.6341,6,17.02,0.00,5091,5182,5240,4809,4870,0,
7055,200003,54.45,33.68,0.20,,,,,,,H,,015411.1,+353205.3,137.0546,-25.6102,334.4971,-2.4443,5,0.26,0.00,0.00,5006,5150,5221,4752,4812,AGC111656,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
