pgc,Nest,Dist,DM,eD,C,T,L,M,S,N,H,F,RAJ,DeJ,Glon,Glat,SGL,SGB,Ty,Asfd,Btot,Ks,Vhel,Vgsr,Vls,Vcmb,Vmod,Name,Icnt,2Mass,Ndgp,Dgp,DMgp,eDgp,NV,Lgp,Bgp,SGLgp,SGBgp,Tgp,S_B,S_K,Vhgp,Vggp,Vlsgp,Vcgp,Vmgp,Vrms,GroupName
73610,200273,133.66,35.63,0.20,,,,,,,H,,010724.5,-465935.3,294.9928,-69.8880,250.9131,-13.5021,3,0.05,16.22,0.00,9519,9436,9424,9332,9561,XJ01072451,2072,0,5,121.90,35.43,0.09,5,294.0521,-70.4911,251.6084,-13.5951,4,0.00,12.25,9227,9145,9134,9037,9252,202,A2877b
73628,200018,92.90,34.84,0.25,,,,,,,,F,010805.0,-455118.4,294.0087,-70.9836,252.0880,-13.4439,-3,0.04,16.78,0.00,7288,7208,7198,7096,7229,PGC073628,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73679,200018,91.20,34.80,0.25,,,,,,,,F,010920.5,-454055.8,293.2379,-71.1075,252.2981,-13.6345,-3,0.04,16.18,0.00,7210,7130,7120,7018,7148,PGC073679,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73684,0,80.17,34.52,0.25,,,,,,,,F,010935.5,-460315.7,293.3519,-70.7347,251.9260,-13.7329,-3,0.04,0.00,0.00,8506,8425,8414,8316,8498,PGC073684,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73688,200018,120.78,35.41,0.25,,,,,,,,F,010937.8,-455351.6,293.2296,-70.8863,252.0866,-13.7163,-2,0.05,15.47,11.19,6614,6533,6523,6423,6532,PGC073688,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73695,200018,83.56,34.61,0.25,,,,,,,,F,010947.2,-455240.8,293.1348,-70.8995,252.1108,-13.7405,-4,0.05,0.00,0.00,6850,6769,6759,6659,6776,PGC073695,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73697,200018,114.82,35.30,0.25,,,,,,,,F,010949.8,-461224.9,293.3284,-70.5768,251.7769,-13.7963,-3,0.04,16.17,0.00,7390,7308,7297,7201,7338,PGC073697,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73710,200018,109.65,35.20,0.25,,,,,,,,F,011006.6,-455554.4,293.0035,-70.8348,252.0646,-13.8040,-3,0.05,16.30,0.00,7303,7222,7211,7113,7247,PGC073710,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73717,200018,99.54,34.99,0.25,,,,,,,,F,011019.9,-455118.4,292.8367,-70.9009,252.1485,-13.8309,-2,0.05,15.47,11.73,7065,6984,6974,6874,6999,PGC073717,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73725,208174,98.17,34.96,0.25,,,,,,,,F,011033.5,-454739.5,292.6773,-70.9513,252.2164,-13.8610,-2,0.06,15.45,11.15,8408,8327,8317,8217,8395,PGC073725,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73734,200018,149.28,35.87,0.25,,,,,,,,F,011047.3,-454523.6,292.5313,-70.9789,252.2609,-13.8951,-3,0.05,15.70,11.63,7096,7015,7005,6905,7031,PGC073734,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73736,200018,105.20,35.11,0.25,,,,,,,,F,011047.7,-454701.6,292.5464,-70.9521,252.2333,-13.9004,-3,0.05,15.85,0.00,7483,7402,7392,7292,7432,PGC073736,2071,3467,19,99.54,34.99,0.06,35,293.2361,-70.8195,252.0223,-13.7354,-2,0.00,7.15,7059,6978,6967,6868,6993,664,A2877
73816,200758,190.55,36.40,0.20,,,,,,,H,,011336.6,+002424.6,134.7890,-61.9360,298.1218,-4.3633,0,0.14,17.95,0.00,13981,14055,14102,13663,14152,XJ01133756,2052,0,16,180.08,36.28,0.05,16,135.6048,-61.9820,298.1072,-4.7490,0,0.00,10.04,13214,13286,13334,12897,13334,500,A0168
73825,200758,201.37,36.52,0.25,,,,,,,,F,011421.6,+001046.6,135.2699,-62.1418,297.9359,-4.6060,-4,0.12,15.94,0.00,13291,13363,13411,12974,13416,PGC073825,2052,0,16,180.08,36.28,0.05,16,135.6048,-61.9820,298.1072,-4.7490,0,0.00,10.04,13214,13286,13334,12897,13334,500,A0168
73837,200758,199.53,36.50,0.20,,,,,,,H,,011443.8,+001709.7,135.4216,-62.0194,298.0642,-4.6667,3,0.14,16.32,0.00,13555,13627,13675,13238,13698,XJ01144386,2052,0,16,180.08,36.28,0.05,16,135.6048,-61.9820,298.1072,-4.7490,0,0.00,10.04,13214,13286,13334,12897,13334,500,A0168
73886,200758,186.21,36.35,0.20,,,,,,,H,,011544.7,+001956.6,135.9308,-61.9242,298.1782,-4.8978,3,0.13,16.58,0.00,13375,13447,13495,13059,13506,XJ01154476,2052,0,16,180.08,36.28,0.05,16,135.6048,-61.9820,298.1072,-4.7490,0,0.00,10.04,13214,13286,13334,12897,13334,500,A0168
73887,200758,183.65,36.32,0.20,,,,,,,H,,011544.9,+001400.6,135.9748,-62.0212,298.0826,-4.9256,3,0.14,17.17,0.00,13306,13378,13425,12990,13433,XJ01154483,2052,0,16,180.08,36.28,0.05,16,135.6048,-61.9820,298.1072,-4.7490,0,0.00,10.04,13214,13286,13334,12897,13334,500,A0168
73891,0,172.98,36.19,0.20,,,,,,,H,,011551.4,+000848.5,136.0688,-62.1006,298.0063,-4.9752,3,0.14,17.36,0.00,11812,11883,11931,11496,11843,PGC073891,2052,0,16,180.08,36.28,0.05,16,135.6048,-61.9820,298.1072,-4.7490,0,0.00,10.04,13214,13286,13334,12897,13334,500,A0168
73898,200758,202.30,36.53,0.25,,,,,,,,F,011612.8,-000628.3,136.3672,-62.3316,297.7847,-5.1300,-4,0.14,16.20,0.00,14037,14107,14154,13722,14216,PGC073898,2052,0,16,180.08,36.28,0.05,16,135.6048,-61.9820,298.1072,-4.7490,0,0.00,10.04,13214,13286,13334,12897,13334,500,A0168
73953,200011,50.35,33.51,0.25,,,,,,,,F,012523.7,-011141.5,141.7811,-62.8173,297.3580,-7.6340,-4,0.16,16.05,0.00,5292,5353,5398,4985,5051,PGC073953,2061,3814,27,66.68,34.12,0.04,48,141.3208,-62.7577,297.4003,-7.4147,-1,0.00,6.47,5395,5453,5498,5089,5158,460,A0194
73958,200011,59.70,33.88,0.23,,,,,,,,F,012552.5,-011559.4,142.0778,-62.8511,297.3211,-7.7688,-4,0.17,16.40,0.00,6298,6358,6403,5992,6087,PGC073958,2061,3814,27,66.68,34.12,0.04,48,141.3208,-62.7577,297.4003,-7.4147,-1,0.00,6.47,5395,5453,5498,5089,5158,460,A0194
73965,200011,70.15,34.23,0.25,,,,,,,,F,012631.5,-013429.8,142.6200,-63.0977,297.0656,-8.0084,-3,0.19,16.21,0.00,5582,5640,5686,5277,5351,PGC073965,2061,3814,27,66.68,34.12,0.04,48,141.3208,-62.7577,297.4003,-7.4147,-1,0.00,6.47,5395,5453,5498,5089,5158,460,A0194
74050,200003,70.15,34.23,0.09,,,,,,N,,,015815.8,+362053.8,137.6847,-24.6017,335.5587,-2.9114,5,0.38,16.47,0.00,4761,4904,4976,4512,4566,PGC074050,2044,4351,74,65.59,34.08,0.02,78,133.7299,-26.8211,332.8350,0.2186,3,0.00,5.87,4991,5142,5215,4723,4782,466,A0262
74111,202037,174.58,36.21,0.25,,,,,,,,F,024504.0,+364236.5,147.0083,-20.7930,339.9921,-11.2243,-4,0.31,16.33,0.00,14843,14960,15028,14639,15200,PGC074111,2083,0,7,173.78,36.20,0.09,7,126.0481,-17.7276,291.5203,-9.6548,-4,0.00,10.72,14434,14535,14588,14256,14788,486,A0376
74118,202037,173.78,36.20,0.25,,,,,,,,F,024512.5,+364244.1,147.0341,-20.7783,340.0081,-11.2477,-3,0.31,16.89,0.00,14002,14118,14187,13799,14298,PGC074118,2083,0,7,173.78,36.20,0.09,7,126.0481,-17.7276,291.5203,-9.6548,-4,0.00,10.72,14434,14535,14588,14256,14788,486,A0376
74120,202037,174.58,36.21,0.25,,,,,,,,F,024513.8,+364142.0,147.0466,-20.7918,339.9950,-11.2600,-3,0.30,16.37,0.00,15013,15129,15197,14810,15384,PGC074120,2083,0,7,173.78,36.20,0.09,7,126.0481,-17.7276,291.5203,-9.6548,-4,0.00,10.72,14434,14535,14588,14256,14788,486,A0376
74141,202037,173.78,36.20,0.25,,,,,,,,F,024543.8,+365117.6,147.0646,-20.6038,340.1873,-11.2683,-4,0.30,16.55,0.00,14129,14245,14314,13926,14434,PGC074141,2083,0,7,173.78,36.20,0.09,7,126.0481,-17.7276,291.5203,-9.6548,-4,0.00,10.72,14434,14535,14588,14256,14788,486,A0376
74145,202037,172.98,36.19,0.25,,,,,,,,F,024548.2,+365113.4,147.0791,-20.5981,340.1937,-11.2817,-4,0.31,16.20,0.00,13664,13780,13849,13461,13936,PGC074145,2083,0,7,173.78,36.20,0.09,7,126.0481,-17.7276,291.5203,-9.6548,-4,0.00,10.72,14434,14535,14588,14256,14788,486,A0376
74191,202037,174.58,36.21,0.25,,,,,,,,F,024649.9,+365844.3,147.2134,-20.3928,340.4086,-11.3981,-3,0.36,16.17,0.00,14826,14837,14800,14801,15375,PGC074191,2083,0,7,173.78,36.20,0.09,7,126.0481,-17.7276,291.5203,-9.6548,-4,0.00,10.72,14434,14535,14588,14256,14788,486,A0376
74219,200110,107.15,35.15,0.25,,,,,,,,F,024933.0,-311156.9,229.0284,-63.9744,269.1389,-32.3332,-1,0.11,0.00,11.70,7532,7439,7442,7372,7515,PGC074219,2111,3665,13,98.13,34.96,0.07,21,228.9710,-63.8966,269.1666,-32.4112,-2,0.00,7.97,6792,6699,6701,6632,6748,555,Klemola02
74222,0,105.68,35.12,0.25,,,,,,,,F,024939.3,-311216.9,229.0397,-63.9518,269.1321,-32.3556,-4,0.11,15.18,0.00,7905,7812,7815,7745,7903,PGC074222,2111,3665,13,98.13,34.96,0.07,21,228.9710,-63.8966,269.1666,-32.4112,-2,0.00,7.97,6792,6699,6701,6632,6748,555,Klemola02
74236,200012,93.33,34.85,0.23,,,,,,,,F,025514.8,+061039.8,169.4727,-45.2143,311.9369,-26.7585,-2,1.01,16.29,10.75,7594,7613,7658,7383,7527,PGC074236,2092,3802,64,91.25,34.80,0.03,64,169.9939,-45.4594,311.4688,-26.9582,3,0.00,6.75,7247,7265,7309,7037,7168,694,A0400
